"x.1","x.2","classes"
0.35054347902706,-0.00547815951697659,"1"
0.288939276129764,0.0271865965096616,"1"
0.361248824143134,0.0241797731340745,"1"
-0.303745781994791,0.816898054215753,"2"
0.327640431023001,0.0462682497544773,"1"
0.728327026092949,0.0214311978246495,"2"
0.315468874132337,0.0624437372768822,"1"
0.358359463258479,0.0730704640829164,"1"
0.486707038666109,0.545659734920073,"2"
-0.331325619804499,-0.000639075064853013,"2"
0.37519932905029,0.0885924862464112,"1"
0.527721371290721,-0.321436583805343,"2"
0.267036401533464,0.104524893928566,"1"
-1.04703892422668,0.0943847179110686,"2"
0.279491549469813,0.117520775867903,"1"
0.270505228862573,0.129739649663093,"1"
0.339300778265727,0.152806302540399,"1"
0.432726781622178,0.624764459593655,"2"
0.427198725606067,0.668117821839364,"2"
0.3809877189735,0.177377701355323,"1"
0.3918396283514,0.198958928578838,"1"
-0.130632560940689,-0.4610789905786,"2"
-0.425968813488921,-0.165468314252189,"2"
0.380419875813273,0.215780084011931,"1"
0.405523650565217,0.244470254407245,"1"
0.661635182176129,0.29256670872531,"2"
0.345432185635124,0.243555056716604,"1"
0.410640922202376,0.701649973183515,"2"
0.368428051519816,0.273812561869074,"1"
0.283338805942694,0.254260161272035,"1"
0.584353543868641,0.0131005403746358,"2"
0.406354059550617,0.340703266936406,"1"
0.251730992920662,0.273773793747828,"1"
0.27710839836589,0.31013544420929,"1"
0.0141754666242477,-0.482808308396156,"2"
0.294281149915366,0.345224345772712,"1"
0.260174022727058,0.343008313443677,"1"
0.232855866929567,0.343742327394309,"1"
0.189773784919435,0.327026570300425,"1"
-0.901449150460716,0.45477364354806,"2"
-0.792678056602344,0.477871793636533,"2"
0.212405673383358,0.374529279243949,"1"
0.166106070549993,0.349477730204368,"1"
0.546400472222676,-0.180344071739309,"2"
0.207464569961456,0.428430475332002,"1"
-0.246821109793222,-0.270782685293104,"2"
0.122503400537163,0.819753174730689,"2"
0.182451950787659,0.429005920593854,"1"
-0.6723202948297,0.631757039599958,"2"
0.179856384908338,0.461728736386431,"1"
0.134861077805321,0.428152636320443,"1"
-0.49611895830893,0.79063771647826,"2"
0.455338706789828,-0.288744402271498,"2"
0.157272103388055,0.510569839234254,"1"
0.126126837616081,0.499296614972037,"1"
0.428108972834011,-0.402204498183422,"2"
-0.372208955493885,0.788769505415342,"2"
0.0604956529959484,0.403005737437222,"1"
0.0810929573428735,0.506491241082746,"1"
0.536283913147641,0.544921807049518,"2"
0.0696324146942224,0.542420087552931,"1"
0.0242551893895205,0.468508122603271,"1"
0.0267957915187499,0.567288246852178,"1"
0.24627381949297,-0.547985009808267,"2"
-0.0171613465846702,0.467050194989081,"1"
-0.0286736650751383,0.527384123781983,"1"
-0.0544571340631686,0.498027365162917,"1"
-0.0717624843305483,0.572968998609839,"1"
-0.678819789479795,0.527976074579406,"2"
0.604949112525989,-0.244195420123296,"2"
-0.0928165336441316,-0.478181407611453,"2"
0.142548254203743,-0.513699781748833,"2"
-0.212331392211586,-0.402843871885402,"2"
-0.270859445412854,-0.156199106633501,"2"
-0.892098076246508,0.0263885252894698,"2"
-0.0980688622582168,0.461474882204399,"1"
-0.121001966884754,0.551034532558438,"1"
-0.147166480427922,0.575755191170088,"1"
-0.544611585662956,0.647144367341266,"2"
-0.164022980318916,0.500586843096624,"1"
-0.16946478566423,0.393454856208387,"1"
-0.252116800155669,-0.314098351820075,"2"
0.348168365727815,0.732249818972589,"2"
-0.220378414702905,0.549270600540511,"1"
-0.23829371423586,0.51648482138929,"1"
