"x.1","x.2","classes"
-1.94777083800423,1.49539778100756,"1"
-0.73925593545609,-0.781499582787957,"2"
1.7390875299195,1.94525976421367,"1"
-1.13782889565033,-0.743981422041169,"2"
1.70808722561496,0.0796144572559624,"1"
-2.64417464600615,-1.44520887948444,"2"
-1.45283387256287,-2.70247454447795,"2"
-0.526246407622091,0.126853791488334,"2"
-0.826517147888124,-1.40109567997922,"2"
-2.63434980840591,0.0998158396045665,"2"
-0.410401776913836,1.27189391388005,"1"
-0.989376687000162,-0.00573326592122347,"1"
0.326627594881302,-0.557758485324071,"2"
-1.19674194117769,-0.0941495076287584,"2"
1.99224563790728,2.14975174376415,"1"
0.915423603206363,1.86360239922233,"1"
2.83174062805072,2.6712555806699,"1"
0.282367326646212,-2.21371931894902,"2"
-1.44891214520584,-2.39885317598884,"2"
-0.779190816564351,-1.57470149011206,"2"
1.57591764867784,-0.829117921489147,"1"
0.0192452284370748,2.42490913456995,"1"
1.07939493147417,2.33710166318399,"1"
1.37193613318816,2.01374175592576,"1"
0.107964931887845,-0.281616778616046,"1"
0.995676110687383,-0.0913587360357269,"1"
-0.234673499940693,0.862815263003428,"1"
1.20509911996424,1.3144524270609,"1"
-0.927176559448052,-1.51412249520903,"2"
2.97766551531293,1.85627461606906,"1"
1.53034269270099,0.490338422262967,"1"
-0.596499077870971,-2.68035779585358,"2"
-0.189340102286106,0.522161174757594,"1"
1.67678379056836,0.341648998844034,"1"
1.6417482203081,1.26921632285337,"1"
-0.148055326348313,0.577281569204082,"1"
1.00855793806287,0.105699912332206,"1"
-0.907859273642484,0.0247096412030627,"2"
-1.30554712587038,-0.88487025833037,"2"
1.42811320440598,2.00694397607662,"1"
-2.57091833444314,-0.605466019676401,"2"
-2.27858092720362,-1.15954658561114,"2"
-0.467558900224492,1.55296322370675,"2"
0.596917547809158,0.274118853992842,"1"
0.599757433056946,0.406063270311279,"1"
-2.40124597406817,-1.67304056224958,"2"
1.2271552903309,1.29102110120743,"1"
2.32950774316622,1.52292949532451,"1"
