"x.1","x.2","classes"
0.627707730517723,-0.171684776904451,"2"
-0.554767967395539,0.749936116429812,"2"
0.32742982191363,0.00187914604809057,"1"
0.313330192635857,0.0106680566831854,"1"
0.340214353792044,0.00719787731355334,"1"
0.25080555961206,0.036320245751694,"1"
0.3679936040959,0.00931233302398162,"1"
-0.980789710011496,0.215759803212423,"2"
-0.297624159771068,-0.200017442130258,"2"
-0.16182387282684,0.867890268366956,"2"
0.328750773703868,0.0239336536104222,"1"
0.250641945805096,0.0463393891022826,"1"
0.37844882849114,-0.465089068882063,"2"
0.331572624245843,0.0322095290940525,"1"
0.00984405245257783,-0.403994304236649,"2"
0.406061881044304,0.021681384732438,"1"
-0.476485545514658,0.700268476104317,"2"
-0.974702542416922,0.337990043287545,"2"
-0.820078270547421,0.608127276469577,"2"
0.511483715721585,0.610327659988001,"2"
0.277754207591381,0.0512067091816215,"1"
0.421201662960589,0.0300777674226856,"1"
0.433746292827278,0.0337867443572484,"1"
0.331941635143804,0.0544269151943519,"1"
-0.269263793771997,-0.431390730920568,"2"
-0.343707335281874,-0.182217722799877,"2"
0.64644623650499,-0.143295788000862,"2"
0.589033735329672,-0.263513840500942,"2"
-0.0899949554841855,-0.587776412226095,"2"
0.344136563878871,0.057275637359191,"1"
0.29483103852862,0.0676805026743166,"1"
-0.285575057043009,-0.262807025428294,"2"
0.649823323419807,0.0942877824854312,"2"
-0.371027404319566,-0.171821121846475,"2"
0.263632077475005,0.686819828015645,"2"
0.342381689017356,0.0666942628209473,"1"
0.523277014999871,-0.324516082272689,"2"
0.642489616115039,0.161062723421368,"2"
0.0850673327488876,0.829261677868952,"2"
-0.880716447009364,0.476638357118042,"2"
0.366938770358665,0.069085520904023,"1"
0.360571243515474,0.074509817001937,"1"
0.664536937765592,0.390659823638452,"2"
0.378903958779598,0.0782215780737387,"1"
0.337812383735609,0.0853465561217743,"1"
0.512938164739549,0.0837298292555482,"1"
0.373181345479768,0.0937215822003792,"1"
0.692934301751674,0.129317311110967,"2"
0.47217981444629,0.0979844276271205,"1"
0.597431998098999,-0.230106211370533,"2"
0.425963312332085,0.104162597588668,"1"
0.273183754288693,0.107086013908829,"1"
0.618480990528756,0.0235482351680549,"2"
0.0186814628003284,-0.547157610967805,"2"
-0.721652063913615,0.633752327562214,"2"
0.319093639148466,0.112343585866891,"1"
0.421427192823328,0.121463862297053,"1"
0.433034034979072,-0.408848586920017,"2"
0.371357078702937,0.124297170517124,"1"
0.709313202889079,0.302405517158249,"2"
-0.274705986582034,-0.138046024159936,"2"
-0.683296970865611,0.702481787194627,"2"
